date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:58	922/922	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2007%20Feb%202018%2021:39:24%20GMT	http://muneshwerstravel.com/sites/default/files/js/js_mMuSdRh5NeaBYvACFdfxYZFykbM62b1Ir0OkbP8m74A.js	/home/arthur/websites/MT/muneshwerstravel.com/sites/default/files/js/js_mMuSdRh5NeaBYvACFdfxYZFykbM62b1Ir0OkbP8m74A.js	(from http://muneshwerstravel.com/CONTACT)
14:39:02	23381/23381	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:38:59%20GMT	http://muneshwerstravel.com/node/20	/home/arthur/websites/MT/muneshwerstravel.com/node/20.html	(from http://muneshwerstravel.com/flights/united-states)
14:39:03	304/304	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:02%20GMT	http://muneshwerstravel.com/flights/js/wow.min.js	/home/arthur/websites/MT/muneshwerstravel.com/flights/js/wow.min.3e.delayed	(from http://muneshwerstravel.com/flights/united-states)
14:39:05	19646/19646	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:03%20GMT	http://muneshwerstravel.com/flights/contact	/home/arthur/websites/MT/muneshwerstravel.com/flights/contact	(from http://muneshwerstravel.com/flights/united-states)
14:39:06	23361/23361	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:05%20GMT	http://muneshwerstravel.com/node/21	/home/arthur/websites/MT/muneshwerstravel.com/node/21.html	(from http://muneshwerstravel.com/flights/trinidad)
14:39:08	23361/23361	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:06%20GMT	http://muneshwerstravel.com/node/27	/home/arthur/websites/MT/muneshwerstravel.com/node/27.html	(from http://muneshwerstravel.com/flights/suriname)
14:39:09	23353/23353	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:08%20GMT	http://muneshwerstravel.com/node/25	/home/arthur/websites/MT/muneshwerstravel.com/node/25.html	(from http://muneshwerstravel.com/flights/panama)
14:39:12	23357/23357	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:10%20GMT	http://muneshwerstravel.com/node/28	/home/arthur/websites/MT/muneshwerstravel.com/node/28.html	(from http://muneshwerstravel.com/flights/jamaica)
14:39:13	23357/23357	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:12%20GMT	http://muneshwerstravel.com/node/23	/home/arthur/websites/MT/muneshwerstravel.com/node/23.html	(from http://muneshwerstravel.com/flights/curacao)
14:39:15	23361/23361	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:13%20GMT	http://muneshwerstravel.com/node/26	/home/arthur/websites/MT/muneshwerstravel.com/node/26.html	(from http://muneshwerstravel.com/flights/barbados)
14:39:17	23349/23349	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:15%20GMT	http://muneshwerstravel.com/node/22	/home/arthur/websites/MT/muneshwerstravel.com/node/22.html	(from http://muneshwerstravel.com/flights/aruba)
14:39:20	23357/23357	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:18%20GMT	http://muneshwerstravel.com/node/24	/home/arthur/websites/MT/muneshwerstravel.com/node/24.html	(from http://muneshwerstravel.com/flights/antigua)
14:39:21	21408/21408	---M-Z	200	added ('OK')	text/html	date:Mon,%2030%20Nov%202020%2018:39:20%20GMT	http://muneshwerstravel.com/node/32	/home/arthur/websites/MT/muneshwerstravel.com/node/32.html	(from http://muneshwerstravel.com/content/international-hotels)
14:39:24	304/304	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:21%20GMT	http://muneshwerstravel.com/content/js/wow.min.js	/home/arthur/websites/MT/muneshwerstravel.com/content/js/wow.min.js	(from http://muneshwerstravel.com/content/international-hotels)
14:39:27	19646/19646	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Nov%202020%2018:39:24%20GMT	http://muneshwerstravel.com/content/contact	/home/arthur/websites/MT/muneshwerstravel.com/content/contact	(from http://muneshwerstravel.com/content/international-hotels)
